"distance","spectrumID","i"
0.534878537841571,"spec-3773-55240-0208.fits",71
0.544685510026023,"spec-3773-55240-0944.fits",200
0.54990990421664,"spec-3773-55240-0950.fits",52
0.554318710147619,"spec-3773-55240-0996.fits",197
0.566567728259205,"spec-3773-55240-0520.fits",52
0.569229831904537,"spec-3773-55240-0972.fits",1729
0.579929469510114,"spec-3773-55240-0930.fits",202
0.591290225409808,"spec-3773-55240-0560.fits",199
0.591851113165865,"spec-3773-55240-0514.fits",201
0.599956670852478,"spec-3773-55240-0962.fits",50
0.615154436619993,"spec-3773-55240-0378.fits",73
0.617070154317824,"spec-3773-55240-0686.fits",201
0.627533914181261,"spec-3773-55240-0784.fits",631
0.637032561902451,"spec-3773-55240-0510.fits",53
0.639294598999786,"spec-3773-55240-0952.fits",157
0.647761839581346,"spec-3773-55240-0960.fits",53
0.662443123965873,"spec-3773-55240-0268.fits",75
0.666054808963087,"spec-3773-55240-0549.fits",2013
0.668319842100232,"spec-3773-55240-0945.fits",55
0.691541806185108,"spec-3773-55240-0654.fits",685
0.69361715283165,"spec-3773-55240-0130.fits",866
0.694277531661235,"spec-3773-55240-0014.fits",72
0.694815147843574,"spec-3773-55240-0706.fits",1457
0.699205569347515,"spec-3773-55240-0904.fits",591
0.710977405109152,"spec-3773-55240-0942.fits",1051
0.717636992988076,"spec-3773-55240-0958.fits",56
0.725514985333965,"spec-3773-55240-0628.fits",55
0.734786061006584,"spec-3773-55240-0709.fits",1928
0.737797710035496,"spec-3773-55240-0256.fits",75
0.738230361524479,"spec-3773-55240-0842.fits",200
0.739018713853012,"spec-3773-55240-0226.fits",496
0.73963242943091,"spec-3773-55240-0498.fits",1263
0.740119774248739,"spec-3773-55240-0380.fits",1061
0.744507944837729,"spec-3773-55240-0556.fits",186
0.745015928379703,"spec-3773-55240-0608.fits",881
0.745606795031018,"spec-3773-55240-0711.fits",1965
0.748643012141643,"spec-3773-55240-0214.fits",482
0.748643286531437,"spec-3773-55240-0100.fits",1099
0.749307293221582,"spec-3773-55240-0770.fits",1569
0.751395588852628,"spec-3773-55240-0973.fits",1871
0.752076636294457,"spec-3773-55240-0814.fits",305
0.755959422309762,"spec-3773-55240-0834.fits",873
0.759451518097015,"spec-3773-55240-0718.fits",135
0.759982994293176,"spec-3773-55240-0144.fits",341
0.761765169862983,"spec-3773-55240-0538.fits",78
0.762009850231522,"spec-3773-55240-0164.fits",226
0.76233469637251,"spec-3773-55240-0797.fits",2170
0.763446936716129,"spec-3773-55240-0788.fits",336
0.763993554039475,"spec-3773-55240-0723.fits",1999
0.764727331344954,"spec-3773-55240-0216.fits",1447
0.765084378164423,"spec-3773-55240-0312.fits",49
0.765158368062134,"spec-3773-55240-0728.fits",2423
0.765164112693324,"spec-3773-55240-0032.fits",1317
0.76519111195979,"spec-3773-55240-0474.fits",73
0.766802499457325,"spec-3773-55240-0707.fits",2069
0.766818565567841,"spec-3773-55240-0634.fits",2042
0.768445429880609,"spec-3773-55240-0552.fits",147
0.770140360533784,"spec-3773-55240-0604.fits",162
0.771076435790798,"spec-3773-55240-0703.fits",2061
0.772332602458871,"spec-3773-55240-0999.fits",1931
0.773895484516758,"spec-3773-55240-0749.fits",1966
0.774323665537359,"spec-3773-55240-0708.fits",2066
0.775061830811272,"spec-3773-55240-0673.fits",1931
0.776043985012919,"spec-3773-55240-0694.fits",2065
0.776245025109132,"spec-3773-55240-0436.fits",332
0.779474831027678,"spec-3773-55240-0586.fits",2419
0.781459383068232,"spec-3773-55240-0044.fits",327
0.781743967666629,"spec-3773-55240-0198.fits",370
0.78222135536596,"spec-3773-55240-0638.fits",373
0.782680822403487,"spec-3773-55240-0618.fits",2389
0.783328889511032,"spec-3773-55240-0572.fits",1363
0.783368067511034,"spec-3773-55240-0566.fits",518
0.783770381383532,"spec-3773-55240-0512.fits",1691
0.784078846511236,"spec-3773-55240-0472.fits",490
0.784185598149014,"spec-3773-55240-0995.fits",1959
0.785400133169289,"spec-3773-55240-0977.fits",1982
0.787266885476272,"spec-3773-55240-0743.fits",1934
0.787409742924267,"spec-3773-55240-0991.fits",2014
0.787455379930779,"spec-3773-55240-0270.fits",1964
0.787879367304412,"spec-3773-55240-0587.fits",2106
0.788192817898504,"spec-3773-55240-0702.fits",161
0.789680830590417,"spec-3773-55240-0701.fits",2298
0.790297799848934,"spec-3773-55240-0261.fits",2079
0.790518253356299,"spec-3773-55240-0750.fits",1912
0.790767884094484,"spec-3773-55240-0716.fits",64
0.791937310267898,"spec-3773-55240-0717.fits",2066
0.792305063381051,"spec-3773-55240-0642.fits",2196
0.792947345930255,"spec-3773-55240-0826.fits",1388
0.794378320710076,"spec-3773-55240-0478.fits",2385
0.794459624507825,"spec-3773-55240-0987.fits",1942
0.794729406561927,"spec-3773-55240-0663.fits",1969
0.794771834930069,"spec-3773-55240-0714.fits",99
0.795225859631014,"spec-3773-55240-0480.fits",908
0.795425832552254,"spec-3773-55240-0643.fits",2220
0.795767740326928,"spec-3773-55240-0333.fits",1942
0.796574495804987,"spec-3773-55240-0304.fits",117
0.79675865837272,"spec-3773-55240-0990.fits",2022
0.797867519083767,"spec-3773-55240-0943.fits",601
0.798571042987477,"spec-3773-55240-0578.fits",1387
0.799127625623007,"spec-3773-55240-0551.fits",1943
0.799375598236578,"spec-3773-55240-0824.fits",2046
0.799491386245515,"spec-3773-55240-0582.fits",2097
0.7995581382319,"spec-3773-55240-0424.fits",506
0.800122652605421,"spec-3773-55240-0603.fits",2086
0.800500892931929,"spec-3773-55240-0741.fits",2046
0.800690159627332,"spec-3773-55240-0720.fits",49
0.801164220022156,"spec-3773-55240-0245.fits",2357
0.801187437866599,"spec-3773-55240-0780.fits",2197
0.801645969985142,"spec-3773-55240-1000.fits",1931
0.801945584307004,"spec-3773-55240-0153.fits",2128
0.802007542722881,"spec-3773-55240-0669.fits",1920
0.802082246008505,"spec-3773-55240-0664.fits",2055
0.80380176094676,"spec-3773-55240-0993.fits",1860
0.804053141300706,"spec-3773-55240-0693.fits",2194
0.804253360891887,"spec-3773-55240-0719.fits",1540
0.804597545797316,"spec-3773-55240-0778.fits",2091
0.804599803034328,"spec-3773-55240-0131.fits",702
0.804870911245189,"spec-3773-55240-0146.fits",2195
0.804990097887617,"spec-3773-55240-0277.fits",1811
0.80525130356005,"spec-3773-55240-0414.fits",784
0.805541957945801,"spec-3773-55240-0513.fits",1984
0.806063571051359,"spec-3773-55240-0734.fits",198
0.806274143462785,"spec-3773-55240-0819.fits",2011
0.806295158542426,"spec-3773-55240-0830.fits",2121
0.806685508259006,"spec-3773-55240-0068.fits",1086
0.807144766252001,"spec-3773-55240-0894.fits",1695
0.807444867780886,"spec-3773-55240-0294.fits",2413
0.807791709492791,"spec-3773-55240-0554.fits",160
0.808376432980672,"spec-3773-55240-0570.fits",629
0.80879770252137,"spec-3773-55240-0931.fits",1962
0.809713808772851,"spec-3773-55240-0391.fits",561
0.810022972787739,"spec-3773-55240-0715.fits",2197
0.810189664541467,"spec-3773-55240-0773.fits",2320
0.810471557129811,"spec-3773-55240-0986.fits",1943
0.811662352523759,"spec-3773-55240-0267.fits",1942
0.811865639461451,"spec-3773-55240-0992.fits",1931
0.811910504695769,"spec-3773-55240-0687.fits",2021
0.812504612245817,"spec-3773-55240-0692.fits",1960
0.812587330663325,"spec-3773-55240-0751.fits",1955
0.813078250817513,"spec-3773-55240-0906.fits",92
0.813140303552424,"spec-3773-55240-0898.fits",1977
0.816327805863939,"spec-3773-55240-0869.fits",2086
0.817292882761651,"spec-3773-55240-0508.fits",1690
0.817420866759932,"spec-3773-55240-0655.fits",2026
0.817554109485048,"spec-3773-55240-0947.fits",947
0.817595038359254,"spec-3773-55240-0902.fits",2059
0.817739395310823,"spec-3773-55240-0929.fits",2064
0.818086354422881,"spec-3773-55240-0402.fits",1112
0.818098252165184,"spec-3773-55240-0679.fits",2064
0.818910326705338,"spec-3773-55240-0584.fits",2075
