"distance","spectrumID","i"
0.494946571694929,"spec-3677-55205-0964.fits",54
0.502120075644434,"spec-3677-55205-0834.fits",1370
0.515811530463123,"spec-3677-55205-0686.fits",58
0.518607378893486,"spec-3677-55205-0488.fits",204
0.519341302333216,"spec-3677-55205-0166.fits",63
0.527038144238754,"spec-3677-55205-0550.fits",204
0.527915406721051,"spec-3677-55205-0196.fits",65
0.529823047958114,"spec-3677-55205-0430.fits",61
0.532231361191919,"spec-3677-55205-0586.fits",59
0.534704938621733,"spec-3677-55205-0630.fits",58
0.548361005961661,"spec-3677-55205-0574.fits",57
0.555523551294689,"spec-3677-55205-0100.fits",64
0.562778043973144,"spec-3677-55205-0238.fits",64
0.56550713365551,"spec-3677-55205-0288.fits",575
0.568795883054302,"spec-3677-55205-0952.fits",1717
0.570013404620765,"spec-3677-55205-0296.fits",64
0.571065394336243,"spec-3677-55205-0230.fits",62
0.573984928408491,"spec-3677-55205-0882.fits",58
0.578911057471009,"spec-3677-55205-0462.fits",64
0.580889574005512,"spec-3677-55205-0294.fits",63
0.581408574690701,"spec-3677-55205-0120.fits",1410
0.584134250091383,"spec-3677-55205-0780.fits",1371
0.584412552527783,"spec-3677-55205-0730.fits",59
0.586574329872353,"spec-3677-55205-0236.fits",63
0.587097559203999,"spec-3677-55205-0864.fits",62
0.589612240904866,"spec-3677-55205-0824.fits",214
0.590931027468988,"spec-3677-55205-0640.fits",60
0.594909552573538,"spec-3677-55205-0808.fits",402
0.601854635194585,"spec-3677-55205-0426.fits",62
0.605401389939431,"spec-3677-55205-0788.fits",207
0.607902943325481,"spec-3677-55205-0752.fits",1371
0.611443405253097,"spec-3677-55205-0216.fits",659
0.612663488857366,"spec-3677-55205-0804.fits",57
0.614811706729025,"spec-3677-55205-0918.fits",55
0.615406997908501,"spec-3677-55205-0662.fits",205
0.621608239003726,"spec-3677-55205-0226.fits",575
0.626753517125487,"spec-3677-55205-0858.fits",61
0.634121588540028,"spec-3677-55205-0358.fits",480
0.635704257240329,"spec-3677-55205-0492.fits",1378
0.637072568350298,"spec-3677-55205-0666.fits",2200
0.637523994426727,"spec-3677-55205-0326.fits",207
0.638759182939961,"spec-3677-55205-0521.fits",341
0.644200487864558,"spec-3677-55205-0892.fits",62
0.645315300274005,"spec-3677-55205-0308.fits",67
0.650369282176122,"spec-3677-55205-0304.fits",60
0.655887838992763,"spec-3677-55205-0680.fits",207
0.658704926945117,"spec-3677-55205-0534.fits",1741
0.660156922268573,"spec-3677-55205-0384.fits",1697
0.660541396078934,"spec-3677-55205-0814.fits",1753
0.663005709767189,"spec-3677-55205-0256.fits",1525
0.664366234579593,"spec-3677-55205-0349.fits",2240
0.664985171959604,"spec-3677-55205-0399.fits",1520
0.666487766219819,"spec-3677-55205-0734.fits",1476
0.666928610367899,"spec-3677-55205-0528.fits",201
0.667889695702192,"spec-3677-55205-0877.fits",1393
0.668793868991232,"spec-3677-55205-0562.fits",645
0.671948993159145,"spec-3677-55205-0692.fits",58
0.672326203608108,"spec-3677-55205-0454.fits",17
0.672546243109018,"spec-3677-55205-0103.fits",2150
0.674882363963033,"spec-3677-55205-0106.fits",212
0.67648888017473,"spec-3677-55205-0140.fits",2410
0.681922523483019,"spec-3677-55205-0258.fits",1515
0.685433133782457,"spec-3677-55205-0626.fits",199
0.685621545316514,"spec-3677-55205-0164.fits",1602
0.689776446691845,"spec-3677-55205-0280.fits",1105
0.694945689703999,"spec-3677-55205-0813.fits",2292
0.696846326842205,"spec-3677-55205-0460.fits",166
0.704216733632596,"spec-3677-55205-0782.fits",475
0.706009712890329,"spec-3677-55205-0270.fits",2335
0.707301405699887,"spec-3677-55205-0756.fits",197
0.711283557383091,"spec-3677-55205-0972.fits",396
0.712099395030711,"spec-3677-55205-0796.fits",2175
0.713941964723233,"spec-3677-55205-0266.fits",198
0.714771462427536,"spec-3677-55205-0616.fits",1776
0.715425656685699,"spec-3677-55205-0962.fits",1794
0.7156976523741,"spec-3677-55205-0536.fits",974
0.716829343415927,"spec-3677-55205-0628.fits",208
0.716889359408228,"spec-3677-55205-0406.fits",186
0.717204294129421,"spec-3677-55205-0624.fits",207
0.717705696925673,"spec-3677-55205-0496.fits",1828
0.720714804135453,"spec-3677-55205-0994.fits",500
0.722499502382626,"spec-3677-55205-0076.fits",208
0.722753739840567,"spec-3677-55205-0978.fits",505
0.724234647978489,"spec-3677-55205-0052.fits",63
0.724722239733209,"spec-3677-55205-0276.fits",2298
0.728531043504316,"spec-3677-55205-0246.fits",597
0.729014041301143,"spec-3677-55205-0870.fits",694
0.729875227874473,"spec-3677-55205-0912.fits",303
0.730765021700526,"spec-3677-55205-0956.fits",651
0.731999063390934,"spec-3677-55205-0386.fits",433
0.732686912962228,"spec-3677-55205-0191.fits",2122
0.733339387394855,"spec-3677-55205-0197.fits",1957
