"distance","spectrumID","i"
0.503892098048464,"spec-3770-55234-0998.fits",49
0.513726340731989,"spec-3770-55234-0473.fits",74
0.524517286926696,"spec-3770-55234-0164.fits",75
0.532394385340914,"spec-3770-55234-0983.fits",48
0.544860305476336,"spec-3770-55234-0378.fits",79
0.574338629920575,"spec-3770-55234-0158.fits",711
0.574349402679742,"spec-3770-55234-0070.fits",585
0.587026646959744,"spec-3770-55234-0552.fits",49
0.589889183869349,"spec-3770-55234-0590.fits",49
0.591349859654501,"spec-3770-55234-0196.fits",412
0.592653827389287,"spec-3770-55234-0937.fits",1360
0.593458931405145,"spec-3770-55234-0010.fits",77
0.604375020726865,"spec-3770-55234-0354.fits",76
0.607938239147606,"spec-3770-55234-0536.fits",51
0.624150340770229,"spec-3770-55234-0751.fits",1568
0.631774786592093,"spec-3770-55234-0524.fits",51
0.635609080187243,"spec-3770-55234-0972.fits",51
0.637628769553984,"spec-3770-55234-0494.fits",1522
0.640226103378474,"spec-3770-55234-0748.fits",1111
0.641913470582638,"spec-3770-55234-0768.fits",193
0.646296760760135,"spec-3770-55234-0999.fits",1960
0.654923466136034,"spec-3770-55234-0258.fits",77
0.658681863337653,"spec-3770-55234-0477.fits",2063
0.666875331339937,"spec-3770-55234-0719.fits",223
0.673161216658682,"spec-3770-55234-0818.fits",47
0.673706549499384,"spec-3770-55234-0562.fits",193
0.678605956193763,"spec-3770-55234-0474.fits",3
0.683708418324861,"spec-3770-55234-0979.fits",174
0.686641676559882,"spec-3770-55234-0534.fits",1100
0.69090831639463,"spec-3770-55234-0542.fits",401
0.692828013998691,"spec-3770-55234-0614.fits",1441
0.696399058034066,"spec-3770-55234-0927.fits",50
0.697170094990551,"spec-3770-55234-0446.fits",0
0.697383569558101,"spec-3770-55234-0704.fits",945
0.704306833300948,"spec-3770-55234-0732.fits",1397
0.706639040925576,"spec-3770-55234-0950.fits",1584
0.708884335612443,"spec-3770-55234-0264.fits",78
0.710933193813374,"spec-3770-55234-0324.fits",48
0.711049387424814,"spec-3770-55234-0856.fits",49
0.714066629657798,"spec-3770-55234-0990.fits",236
0.718517304233786,"spec-3770-55234-0452.fits",1427
